Author_ID|Author_name|Comment_number|Sentence_number|Domain_Relevance|Sentiment|Entity|Attribute|Sentence|Source_file|Annotator
Joshua-Engel|Joshua Engel|423|26|9|0|g|t|As before, cooking it yourself (or having it cooked fresh) will make a bigger difference.|quora.json|sarthak
Stephen-R-Morse|Stephen R Morse|425|1|9|0|g|t|Yes, organic food tastes the way the earth intended it.|quora.json|sarthak
Stephen-R-Morse|Stephen R Morse|425|2|9|p|g|t|In which case, it is natural, and better for you on all levels.|quora.json|sarthak
Stephen-R-Morse|Stephen R Morse|425|2|9|p|g|g|In which case, it is natural, and better for you on all levels.|quora.json|sarthak
Stephen-R-Morse|Stephen R Morse|425|3|9|0|p|t|The taste of organic fruits and vegetables s the most natural thing you can taste.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|2|0|nan|nan|nan|Lets apply that logic here.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|3|9|0|p|g|Scenario 1: Take identical looking organic fruit(say apple) and non-organic fruit.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|4|9|0|p|ll|Remove their labels and put them on a table.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|5|9|0|g|t|Ask people to taste it.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|6|9|0|p|t|See how many people rate organic apple as better tasting.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|7|9|0|p|g|Scenario 2 : Again take identical looking organic and non-organic fruit(apple again!)|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|8|9|0|p|ll|and this time switch their labels.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|9|9|0|p|t|Ask people to taste it.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|10|9|0|p|ll|See how many people rate the 'organically labelled' apple ( which is non-organic actually) better tasting.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|11|9|n|p|g|Scenario 3 : Repeat scenario 1 but this time ask people if they can identify the organic fruit.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|12|0|nan|nan|nan|Look for correct response.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|13|9|0|g|t|Expected Result: If 9 out of 10 can correctly give any identification of better taste of organic food, we have a winner.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|14|0|nan|nan|nan|Else it's just another MYTH.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|15|0|nan|nan|nan|So now the question is have such studies been done?|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|16|9|0|cp|ll|Not with organic food, but switching labels studies have been done with wine, soda etc extensively.|quora.json|sarthak
Ravi-Nagori-1|Ravi Nagori|432|17|9|n|p|t|Ref: 'You Are Not So Smart': Why We Can't Tell Good Wine From Bad In short: There is no evidence that organic food tastes better than non-organic ones.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|1|9|0|f|g|It makes much more of a difference how the food was grown.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|2|9|n|f|ll|There are ranches that produce grass-fed beef but don't go through the rigorous requirements to get the organic label.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|3|9|0|g|t|That's going to produce a bigger taste difference from typical supermarket beef than organic beef that's been finished (fattened) on organic corn.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|4|0|nan|nan|nan|Similar deal goes for milk.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|5|9|0|g|h|Almost no milk intended for drinking, organic or otherwise, uses rBGH.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|5|9|0|cp|h|Almost no milk intended for drinking, organic or otherwise, uses rBGH.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|6|9|0|f|g|So the difference is the use of medication and organic feed.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|7|9|0|f|or|Most organic milk comes from cows primarily eating organic grains.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|8|9|0|p|t|That's going to taste much the same as regular supermarket milk.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|9|9|0|cf|t|But milk from grass-fed cows, whether organic or not, will taste dramatically different.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|10|9|0|p|t|For vegetables, there isn't even a reason to expect any taste difference.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|11|9|0|f|t|It'll make a much bigger difference buying locally from farmers' markets.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|12|9|0|f|g|And much of what you get at a farmers' market will be excellent but not organic, because compliance with the organic regime can be prohibitively expensive for a small farmer.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|14|9|0|p|or|Some organic products happen to also be locally-grown, grass-fed, etc.|quora.json|sarthak
Jim-Seidman|Jim Seidman|434|15|9|n|g|s|But such things are hardly required, and the big organic producers actually run quite similarly to their conventional counterparts.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|439|1|0|nan|nan|nan|I usually avoid subjective questions but I will make an exception for this one.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|439|2|9|0|g|ll|It is important to distinguish officially accredited Organic produce, a label that is usually given only after on-site checks by external assessors sent by an official accrediting body which reviewed the brand.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|439|3|9|n|p|ll|Some food products are spuriously labelled, 'organic' which is according to someone's opinion could be just home-grown in a kitchen garden or by someone who does not use pesticides on the actual food itself but use pesticides directly or indirectly in the garden or that their neighbours do.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|439|4|9|p|p|t|Yes, organic produce do taste better.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|439|5|0|nan|nan|nan|If you want to know why, read my comment below.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|t|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|440|1|9|p|p|q|In my opinion, organically grown food taste better if grown locally because it is fresher and full of nutrients.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|440|2|9|0|g|g|Soil, which has food produced from it on a large scale, is usually depleted of some minerals and vitamins.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|440|3|9|0|g|t|This fact directly affect the taste for me.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|440|4|9|0|g|q|Also, the appearance of food corresponds to the taste for me too, we eat with our eyes mayhaps.|quora.json|sarthak
Josephine-Gibbs|Josephine Gibbs|440|5|9|0|p|t|The less perfect it looks, the richer the favour.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|1|0|nan|nan|nan|I agree with Josephine.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|2|9|p|p|t|Locally sourced organically produced food tastes better.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|3|9|p|f|c|The benefit of small local farms is that you can actually go to the farm and find out whether they use chemicals.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|4|9|0|f|a|Along with seeing how the animals are treated.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|5|9|n|c|s|Just because something is labeled organic doesn't automatically make it better especially if you choose to buy your food from big box stores like Walmart or the others.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|6|9|0|c|av|They can not buy from small farms because they sell in such mass quantity that they have to buy from large corporate organic farms.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|7|9|n|c|t|So if you are buying from them you won't notice a taste difference.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|8|9|n|f|g|Even farmers markets can be deceiving.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|9|9|n|f|g|People assume that every vendor there is a local farmer.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|10|0|nan|nan|nan|In a lot of cases you would be wrong.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|11|9|n|cf|p|At our local farmers markets there are vendors who purchase their produce from the same places that the huge supermarkets do and charge just underneath what the local organic farmers do.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|12|9|n|cg|q|So basically it is the same crap you can buy at the supermarket- no taste difference.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|13|9|0|cp|g|On the meat and dairy side consider how stress affects us.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|14|9|0|cp|g|Disease, health issues and the list goes on.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|15|9|n|cf|a|Now think about animals who are on a crappy diet of corn, (a cows digestive system can not digest corn), are crowded, mistreated, and miserable.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|17|9|n|cf|a|That is before they even add the hormones and antibiotics.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|18|9|0|f|g|My advice is to get to know the small local farmers in your area.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|19|0|nan|nan|nan|Know where your food is coming from.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|20|9|0|g|av|It will cost a bit more and you will only be able to buy produce when it is in season, but that is the way we are supposed to eat.|quora.json|sarthak
Jamie-Lynn-Morgan|Jamie Lynn Morgan|443|21|9|n|c|s|Not this overproduced genetically modified under nutritious stuff they keep pushing on us.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|1|9|0|p|c|See my answer to this question: Are naturally-derived pesticides as harmful to one's health as synthetically-produced pesticides?|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|3|0|nan|nan|nan|Each chemical must be evaluated separately.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|4|9|p|cf|s|Also remember that synthetically derived versions of organic chemicals, since they are identical, are equally safe.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|6|9|n|f|s|I give an example of Roundup, an herbicide that leaves no residue on plants (safe to eat) but can cause minor eye irritation.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|7|9|n|f|s|The organic alternative, Pharm Solutions Weed Pharm, is corrosive, can cause permanent eye damage, causes skin sensitization, and is FATAL if swallowed or absorbed through the skin… but also leaves no residue.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|8|0|nan|nan|nan|Both are equally harmless to the consumer!|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|9|0|nan|nan|nan|Again, each compound must be studied independently.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|10|0|nan|nan|nan|Fortunately, someone else has done that work for you.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|11|9|0|cp|s|In the US at least, any non-organic products used are thoroughly tested for safety.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|12|9|p|cp|s|If they caused problems for the consumer they wouldn't be legally sold.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|13|9|0|g|h|So don't fret over pesticides, organic or otherwise, from a health standpoint.|quora.json|sarthak
Matan-Shelomi|Matan Shelomi|449|14|0|nan|nan|nan|Focus on food poisoning instead.|quora.json|sarthak
Rahul-Shankar|Rahul Shankar|457|1|9|0|f|g|tl;dr: A rigid dichotomy between organic and conventional agriculture does not appear to be practical at this time.|quora.json|sarthak
Rahul-Shankar|Rahul Shankar|457|1|9|0|cf|g|tl;dr: A rigid dichotomy between organic and conventional agriculture does not appear to be practical at this time.|quora.json|sarthak
Rahul-Shankar|Rahul Shankar|457|2|9|0|f|g|A middle path that focuses on convential methods, organic farming as well as low-input or eco-agriculture seems to be the most pragmatic approach at present.|quora.json|sarthak
Rahul-Shankar|Rahul Shankar|457|3|9|0|f|pp|A team of University of Michigan researchers ran two models to try and understand the changes in yield if we were to shift to a solely organic approach.|quora.json|sarthak
Rahul-Shankar|Rahul Shankar|457|4|9|0|f|pp|The first model applied the yield ratio from organic farming for the developed world to the entire planet and the second model applied was more nuanced approach and considered yield rations from both developed and developing nations.|quora.json|sarthak
